"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"17714";"Colombia";1932;2350;34,9;8340000;"Americas";6,24;212;NA;NA
"17715";"Comoros";1932;795;33,5;138000;"Africa";5,92;387;NA;NA
"17716";"Congo, Dem. Rep.";1932;1110;34,5;10800000;"Africa";5,99;394;NA;NA
"17717";"Congo, Rep.";1932;1210;31;723000;"Africa";5,67;375;NA;NA
"17718";"Costa Rica";1932;2130;44;582000;"Americas";6,69;268;NA;NA
"17719";"Cote d'Ivoire";1932;1630;34,4;2310000;"Africa";6,74;401;NA;NA
"17720";"Croatia";1932;3540;45,6;3290000;"Europe";4,26;244;NA;NA
"17721";"Cuba";1932;3400;43,6;4080000;"Americas";4,46;173;NA;NA
"17722";"Czech Republic";1932;6180;56,4;8320000;"Europe";1,97;155;NA;NA
"17723";"Denmark";1932;9240;62,7;3600000;"Europe";2,19;85;NA;NA
"17724";"Djibouti";1932;1870;33,9;53700;"Africa";6,3;415;NA;NA
"17725";"Dominican Republic";1932;1510;31,9;1380000;"Americas";6,16;409;NA;NA
"17726";"Ecuador";1932;1810;34,8;2140000;"Americas";7,08;375;NA;NA
"17727";"Egypt";1932;1570;30,8;15600000;"Africa";6,29;401;NA;NA
"17728";"El Salvador";1932;1960;30,9;1510000;"Americas";6,23;406;NA;NA
"17729";"Equatorial Guinea";1932;452;31,9;166000;"Africa";5,51;414;NA;NA
"17730";"Eritrea";1932;742;32,4;899000;"Africa";6,95;411;NA;NA
"17731";"Ethiopia";1932;560;30;1,4e+07;"Africa";7,22;414;NA;NA
"17732";"Finland";1932;4300;55,6;3500000;"Europe";2,46;98,5;NA;NA
"17733";"France";1932;5960;57,4;4,2e+07;"Europe";2,23;106;NA;NA
"17734";"Gabon";1932;517;32,8;408000;"Africa";5,67;397;NA;NA
"17735";"Gambia";1932;934;36,9;238000;"Africa";6,15;429;NA;NA
"17736";"Germany";1932;5800;60,2;67300000;"Europe";1,62;112;NA;NA
"17737";"Ghana";1932;1850;34;3230000;"Africa";6,41;392;NA;NA
"17738";"Greece";1932;4740;51,6;6500000;"Europe";3,8;192;NA;NA
"17739";"Guatemala";1932;2080;25,4;1990000;"Americas";6,42;464;NA;NA
"17740";"Guinea";1932;578;35,3;2630000;"Africa";6,07;402;NA;NA
"17741";"Guinea-Bissau";1932;842;31;473000;"Africa";7,61;387;NA;NA
"17742";"Haiti";1932;1990;28,4;2510000;"Americas";6,31;443;NA;NA
"17743";"Honduras";1932;2570;36,6;1040000;"Americas";6,05;358;NA;NA
"17744";"Hungary";1932;4580;51,5;8770000;"Europe";2,78;290;NA;NA
"17745";"Iceland";1932;4180;62,2;127000;"Europe";3,33;60,2;NA;NA
"17746";"India";1932;1190;29,7;2,93e+08;"Asia";5,88;277;NA;NA
"17747";"Indonesia";1932;1610;33;54900000;"Asia";5,43;381;NA;NA
"17748";"Iran";1932;2490;27,1;13700000;"Asia";7,03;471;NA;NA
"17749";"Iraq";1932;2280;32;3890000;"Asia";7,41;398;NA;NA
"17750";"Ireland";1932;5010;58,5;2920000;"Europe";2,56;100;NA;NA
"17751";"Israel";1932;2590;31,6;609000;"Asia";4,3;124;NA;NA
"17752";"Italy";1932;5830;54,7;41400000;"Europe";3,06;163;NA;NA
"17753";"Jamaica";1932;1660;44,4;1060000;"Americas";4,84;224;NA;NA
"17754";"Japan";1932;2740;47,4;66300000;"Asia";4,86;183;NA;NA
"17755";"Jordan";1932;2260;32,4;410000;"Asia";7,14;392;NA;NA
"17756";"Kenya";1932;1540;26,9;3230000;"Africa";7,03;476;NA;NA
"17757";"Kuwait";1932;1570;26,9;124000;"Asia";6,97;466;NA;NA
"17758";"Lebanon";1932;4270;29,9;906000;"Asia";5,75;404;NA;NA
"17759";"Lesotho";1932;426;35,6;640000;"Africa";5,83;375;NA;NA
"17760";"Liberia";1932;1150;35,2;8e+05;"Africa";6,21;395;NA;NA
"17761";"Libya";1932;4140;36,8;1030000;"Africa";7,2;375;NA;NA
"17762";"Madagascar";1932;1320;33;3600000;"Africa";7;407;NA;NA
"17763";"Malawi";1932;378;31,6;1700000;"Africa";6,78;409;NA;NA
"17764";"Malaysia";1932;2520;32,9;4580000;"Asia";4,84;379;NA;NA
"17765";"Mali";1932;653;30,2;3990000;"Africa";6,28;434;NA;NA
"17766";"Mauritania";1932;982;34,1;609000;"Africa";6,28;389;NA;NA
"17767";"Mauritius";1932;1900;29,2;395000;"Africa";4,3;258;NA;NA
"17768";"Mexico";1932;2310;38,7;1,8e+07;"Americas";5,98;317;NA;NA
"17769";"Mongolia";1932;764;31,5;749000;"Asia";5,82;391;NA;NA
"17770";"Montenegro";1932;2860;46;337000;"Europe";4,59;253;NA;NA
"17771";"Morocco";1932;1360;34,2;6820000;"Africa";6,5;374;NA;NA
"17772";"Mozambique";1932;415;34,3;5260000;"Africa";6,62;403;NA;NA
"17773";"Myanmar";1932;1530;29,9;14800000;"Asia";6,03;402;NA;NA
"17774";"Namibia";1932;2900;34,6;285000;"Africa";5,96;366;NA;NA
"17775";"Nepal";1932;853;35,9;7040000;"Asia";6,11;378;NA;NA
"17776";"Netherlands";1932;8360;65,5;8120000;"Europe";2,83;62,3;NA;NA
"17777";"New Zealand";1932;7300;61,8;1530000;"Oceania";2,42;48,3;NA;NA
"17778";"Nicaragua";1932;2600;31,9;827000;"Americas";6,16;411;NA;NA
"17779";"Niger";1932;816;34,6;2310000;"Africa";6,84;403;NA;NA
"17780";"Nigeria";1932;1930;37,1;2e+07;"Africa";6,5;408;NA;NA
"17781";"Norway";1932;7050;64,6;2840000;"Europe";2,04;59,2;NA;NA
"17782";"Oman";1932;2190;32,4;448000;"Asia";6,98;406;NA;NA
"17783";"Pakistan";1932;1390;30,8;24200000;"Asia";6,59;448;NA;NA
"17784";"Panama";1932;3030;38,2;543000;"Americas";5,01;329;NA;NA
"17785";"Paraguay";1932;3360;36,9;937000;"Americas";6,49;348;NA;NA
"17786";"Peru";1932;3160;33,3;5720000;"Americas";6,56;346;NA;NA
"17787";"Philippines";1932;2370;36,6;12100000;"Asia";5,71;368;NA;NA
"17788";"Poland";1932;3020;50,3;2,9e+07;"Europe";3,87;231;NA;NA
"17789";"Portugal";1932;3030;43,1;6970000;"Europe";3,89;237;NA;NA
"17790";"Romania";1932;2950;42,1;14500000;"Europe";4,81;301;NA;NA
"17791";"Rwanda";1932;512;33,2;1940000;"Africa";7,31;380;NA;NA
"17792";"Sao Tome and Principe";1932;1100;31,9;52800;"Africa";6,23;254;NA;NA
"17793";"Saudi Arabia";1932;995;36,6;2880000;"Asia";6,96;387;NA;NA
"17794";"Senegal";1932;1180;28,5;2190000;"Africa";5,91;477;NA;NA
"17795";"Serbia";1932;3460;45,5;5730000;"Europe";4,27;174;NA;NA
"17796";"Sierra Leone";1932;1120;29,4;1810000;"Africa";5,73;485;NA;NA
"17797";"Singapore";1932;2570;44;552000;"Asia";7,05;288;NA;NA
"17798";"Slovak Republic";1932;4600;50,9;3200000;"Europe";3,29;200;NA;NA
"17799";"Slovenia";1932;3730;47,1;1260000;"Europe";3,43;213;NA;NA
"17800";"Somalia";1932;880;33,3;2010000;"Africa";6,98;415;NA;NA
"17801";"South Africa";1932;4400;36,3;9240000;"Africa";6,44;357;NA;NA
"17802";"Spain";1932;4300;51;2,4e+07;"Europe";3,64;187;NA;NA
"17803";"Sri Lanka";1932;1750;44,5;5750000;"Asia";5,62;267;NA;NA
"17804";"Sudan";1932;1220;31,5;5260000;"Africa";6,65;392;NA;NA
"17805";"Swaziland";1932;1060;33,7;147000;"Africa";6,71;384;NA;NA
"17806";"Sweden";1932;6870;63,9;6170000;"Europe";1,8;64,4;NA;NA
"17807";"Switzerland";1932;13500;61,1;4090000;"Europe";1,94;66,8;NA;NA
"17808";"Syria";1932;1610;32,9;2620000;"Asia";6,94;395;NA;NA
"17809";"Tanzania";1932;816;34,6;5360000;"Africa";6,73;385;NA;NA
"17810";"Thailand";1932;1230;34,2;13400000;"Asia";6,29;374;NA;NA
"17811";"Togo";1932;1060;33,5;1190000;"Africa";6,34;397;NA;NA
"17812";"Trinidad and Tobago";1932;3120;46,5;425000;"Americas";3,89;164;NA;NA
"17813";"Tunisia";1932;1440;33,4;2650000;"Africa";6,35;402;NA;NA
"17814";"Turkey";1932;2270;37,1;15500000;"Europe";6,74;351;NA;NA
"17815";"Uganda";1932;775;25,6;3610000;"Africa";6,89;471;NA;NA
"17816";"United Kingdom";1932;8200;60,5;46400000;"Europe";1,83;92,8;NA;NA
"17817";"United States";1932;7990;61;1,28e+08;"Americas";2,32;78,6;NA;NA
"17818";"Uruguay";1932;6750;42,1;1780000;"Americas";2,99;146;NA;NA
"17819";"Venezuela";1932;4270;33,8;3640000;"Americas";5,35;258;NA;NA
"17820";"Vietnam";1932;1060;30,4;20600000;"Asia";4,69;378;NA;NA
"17821";"Zambia";1932;1550;35,3;1370000;"Africa";6,71;378;NA;NA
"17822";"Zimbabwe";1932;1040;34,7;2400000;"Africa";6,75;364;NA;NA
"17823";"Afghanistan";1933;933;31,1;6580000;"Asia";7,21;452;NA;NA
"17824";"Albania";1933;1740;39,1;1030000;"Europe";3,57;337;NA;NA
"17825";"Algeria";1933;3120;34,3;7140000;"Africa";7,2;392;NA;NA
"17826";"Angola";1933;1870;32,4;3890000;"Africa";6,99;438;NA;NA
"17827";"Argentina";1933;6640;53,7;12600000;"Americas";3,8;126;NA;NA
"17828";"Australia";1933;7920;65,8;6640000;"Oceania";2,17;53,3;NA;NA
"17829";"Austria";1933;5460;57;6740000;"Europe";1,97;135;NA;NA
"17830";"Bahrain";1933;2930;30,7;98600;"Asia";6,99;410;NA;NA
"17831";"Bangladesh";1933;1190;28,7;35300000;"Asia";6,55;410;NA;NA
"17832";"Belgium";1933;8660;58,8;8230000;"Europe";2,08;112;NA;NA
"17833";"Benin";1933;1110;33,2;1920000;"Africa";5,69;401;NA;NA
"17834";"Bolivia";1933;2500;35;2720000;"Americas";6,52;377;NA;NA
"17835";"Bosnia and Herzegovina";1933;1110;42,3;2280000;"Europe";5,14;298;NA;NA
"17836";"Botswana";1933;730;34,3;242000;"Africa";6,49;361;NA;NA
"17837";"Brazil";1933;2010;34,3;3,6e+07;"Americas";5,9;366;NA;NA
"17838";"Bulgaria";1933;2420;49,7;6270000;"Europe";3,81;202;NA;NA
"17839";"Burkina Faso";1933;533;31,7;3780000;"Africa";6,09;422;NA;NA
"17840";"Burundi";1933;487;31,9;2020000;"Africa";6,81;388;NA;NA
"17841";"Cambodia";1933;1080;36,6;3760000;"Asia";6,95;353;NA;NA
"17842";"Cameroon";1933;1210;31;3e+06;"Africa";5,54;424;NA;NA
"17843";"Canada";1933;5580;62,4;10900000;"Americas";2,86;92,9;NA;NA
"17844";"Central African Republic";1933;927;32,8;828000;"Africa";6,15;405;NA;NA
"17845";"Chad";1933;919;34,6;1480000;"Africa";6,06;398;NA;NA
"17846";"Chile";1933;3210;39,3;4550000;"Americas";5,33;419;NA;NA
"17847";"China";1933;1050;34,4;5e+08;"Asia";5,43;370;NA;NA
"17848";"Colombia";1933;2440;35,5;8440000;"Americas";6,22;230;NA;NA
"17849";"Comoros";1933;796;33,5;139000;"Africa";5,91;386;NA;NA
"17850";"Congo, Dem. Rep.";1933;1140;34,5;10800000;"Africa";5,99;393;NA;NA
"17851";"Congo, Rep.";1933;1240;30,9;728000;"Africa";5,67;371;NA;NA
"17852";"Costa Rica";1933;2490;44,5;598000;"Americas";6,64;262;NA;NA
"17853";"Cote d'Ivoire";1933;1650;34,5;2330000;"Africa";6,73;401;NA;NA
"17854";"Croatia";1933;3600;46,4;3320000;"Europe";4,16;236;NA;NA
"17855";"Cuba";1933;3660;44,2;4150000;"Americas";4,42;209;NA;NA
"17856";"Czech Republic";1933;5890;56,9;8350000;"Europe";1,83;152;NA;NA
"17857";"Denmark";1933;9440;63,6;3630000;"Europe";2,1;78,2;NA;NA
"17858";"Djibouti";1933;1930;34;54100;"Africa";6,3;414;NA;NA
"17859";"Dominican Republic";1933;1540;32;1430000;"Americas";6,16;405;NA;NA
"17860";"Ecuador";1933;1850;34,8;2190000;"Americas";7,06;372;NA;NA
"17861";"Egypt";1933;1630;32;15900000;"Africa";6,18;384;NA;NA
"17862";"El Salvador";1933;2190;31,7;1540000;"Americas";6,2;393;NA;NA
"17863";"Equatorial Guinea";1933;454;31,9;168000;"Africa";5,51;412;NA;NA
"17864";"Eritrea";1933;746;32,5;911000;"Africa";6,95;410;NA;NA
"17865";"Ethiopia";1933;561;30;14200000;"Africa";7,23;411;NA;NA
"17866";"Finland";1933;4560;55,3;3530000;"Europe";2,27;104;NA;NA
"17867";"France";1933;6140;57,9;4,2e+07;"Europe";2,11;100;NA;NA
"17868";"Gabon";1933;525;32,8;412000;"Africa";5,66;392;NA;NA
"17869";"Gambia";1933;937;37;239000;"Africa";6,1;428;NA;NA
"17870";"Germany";1933;6170;60,6;67600000;"Europe";1,58;108;NA;NA
"17871";"Ghana";1933;1900;34,6;3310000;"Africa";6,41;385;NA;NA
"17872";"Greece";1933;4940;52,1;6580000;"Europe";3,84;192;NA;NA
"17873";"Guatemala";1933;2040;25,4;2030000;"Americas";6,37;461;NA;NA
"17874";"Guinea";1933;580;35,4;2660000;"Africa";6,07;401;NA;NA
"17875";"Guinea-Bissau";1933;842;31,3;476000;"Africa";7,66;386;NA;NA
"17876";"Haiti";1933;2010;28,4;2540000;"Americas";6,31;438;NA;NA
"17877";"Honduras";1933;2360;37;1060000;"Americas";6,05;353;NA;NA
"17878";"Hungary";1933;5000;52,2;8830000;"Europe";2,72;207;NA;NA
"17879";"Iceland";1933;4610;63,1;127000;"Europe";3,09;54,7;NA;NA
"17880";"India";1933;1160;30;2,97e+08;"Asia";5,89;281;NA;NA
"17881";"Indonesia";1933;1600;33,5;55800000;"Asia";5,42;374;NA;NA
"17882";"Iran";1933;2560;27,1;13800000;"Asia";7,03;470;NA;NA
"17883";"Iraq";1933;2320;32;3970000;"Asia";7,45;397;NA;NA
"17884";"Ireland";1933;4870;58,6;2940000;"Europe";2,6;88,8;NA;NA
"17885";"Israel";1933;3080;31,6;642000;"Asia";4,25;115;NA;NA
"17886";"Italy";1933;5750;56,2;41700000;"Europe";3,04;150;NA;NA
"17887";"Jamaica";1933;1700;41,8;1080000;"Americas";4,75;239;NA;NA
"17888";"Japan";1933;2950;47,7;67300000;"Asia";4,63;190;NA;NA
"17889";"Jordan";1933;2290;32,4;412000;"Asia";7,16;391;NA;NA
"17890";"Kenya";1933;1550;27,1;3340000;"Africa";7,05;470;NA;NA
"17891";"Kuwait";1933;1440;26,9;125000;"Asia";6,98;465;NA;NA
"17892";"Lebanon";1933;4440;29,9;926000;"Asia";5,75;396;NA;NA
"17893";"Lesotho";1933;427;35,7;645000;"Africa";5,83;371;NA;NA
"17894";"Liberia";1933;1170;35,2;807000;"Africa";6,21;392;NA;NA
"17895";"Libya";1933;4190;36,8;1030000;"Africa";7,2;373;NA;NA
"17896";"Madagascar";1933;1350;33,1;3620000;"Africa";7,02;406;NA;NA
"17897";"Malawi";1933;380;31,6;1730000;"Africa";6,78;408;NA;NA
"17898";"Malaysia";1933;2600;34,1;4670000;"Asia";4,91;365;NA;NA
"17899";"Mali";1933;655;30,2;4020000;"Africa";6,29;436;NA;NA
"17900";"Mauritania";1933;992;34,1;612000;"Africa";6,27;388;NA;NA
"17901";"Mauritius";1933;1930;34,4;397000;"Africa";4,33;209;NA;NA
"17902";"Mexico";1933;2540;37,6;18300000;"Americas";5,95;328;NA;NA
"17903";"Mongolia";1933;769;31,5;750000;"Asia";5,8;390;NA;NA
"17904";"Montenegro";1933;2920;46,8;340000;"Europe";4,56;245;NA;NA
"17905";"Morocco";1933;1390;34,2;6930000;"Africa";6,5;373;NA;NA
"17906";"Mozambique";1933;414;34,3;5300000;"Africa";6,62;399;NA;NA
"17907";"Myanmar";1933;1500;29,8;1,5e+07;"Asia";6,03;401;NA;NA
"17908";"Namibia";1933;2950;34,6;290000;"Africa";5,96;356;NA;NA
"17909";"Nepal";1933;850;36;7110000;"Asia";6,1;377;NA;NA
"17910";"Netherlands";1933;8240;66,2;8230000;"Europe";2,66;56,8;NA;NA
"17911";"New Zealand";1933;7730;62,3;1540000;"Oceania";2,37;48,3;NA;NA
"17912";"Nicaragua";1933;3220;32,5;835000;"Americas";6,16;403;NA;NA
"17913";"Niger";1933;823;34,7;2320000;"Africa";6,84;402;NA;NA
"17914";"Nigeria";1933;1970;37,2;20700000;"Africa";6,49;407;NA;NA
"17915";"Norway";1933;7200;65,5;2860000;"Europe";1,86;58;NA;NA
"17916";"Oman";1933;2230;32,5;448000;"Asia";7;406;NA;NA
"17917";"Pakistan";1933;1380;31,1;24600000;"Asia";6,59;441;NA;NA
"17918";"Panama";1933;3070;38,9;559000;"Americas";5,02;321;NA;NA
"17919";"Paraguay";1933;3400;38,5;959000;"Americas";6,49;331;NA;NA
"17920";"Peru";1933;3430;33,2;5810000;"Americas";6,58;345;NA;NA
"17921";"Philippines";1933;2340;37,3;12400000;"Asia";5,72;352;NA;NA
"17922";"Poland";1933;2900;50,8;29300000;"Europe";3,55;202;NA;NA
"17923";"Portugal";1933;3200;44,1;7060000;"Europe";3,88;241;NA;NA
"17924";"Romania";1933;3100;43,2;14600000;"Europe";4,3;283;NA;NA
"17925";"Rwanda";1933;513;33,6;1950000;"Africa";7,34;374;NA;NA
"17926";"Sao Tome and Principe";1933;1100;31,9;53200;"Africa";6,23;253;NA;NA
"17927";"Saudi Arabia";1933;962;36,6;2890000;"Asia";6,97;386;NA;NA
"17928";"Senegal";1933;1200;28,8;2210000;"Africa";5,94;473;NA;NA
"17929";"Serbia";1933;3520;46,3;5780000;"Europe";4,22;172;NA;NA
"17930";"Sierra Leone";1933;1110;29,5;1820000;"Africa";5,73;482;NA;NA
"17931";"Singapore";1933;3660;44,8;540000;"Asia";7,19;273;NA;NA
"17932";"Slovak Republic";1933;4380;51,4;3220000;"Europe";2,96;195;NA;NA
"17933";"Slovenia";1933;3790;48;1270000;"Europe";3,2;197;NA;NA
"17934";"Somalia";1933;886;33,4;2020000;"Africa";6,99;411;NA;NA
"17935";"South Africa";1933;4810;36,8;9440000;"Africa";6,43;349;NA;NA
"17936";"Spain";1933;4190;51,5;24200000;"Europe";3,59;178;NA;NA
"17937";"Sri Lanka";1933;1760;43,6;5790000;"Asia";5,86;255;NA;NA
"17938";"Sudan";1933;1240;31,5;5290000;"Africa";6,65;389;NA;NA
"17939";"Swaziland";1933;1070;33,7;150000;"Africa";6,71;383;NA;NA
"17940";"Sweden";1933;7000;64,8;6200000;"Europe";1,69;61;NA;NA
"17941";"Switzerland";1933;14000;62,3;4110000;"Europe";1,89;61,1;NA;NA
"17942";"Syria";1933;1580;33;2660000;"Asia";6,96;392;NA;NA
"17943";"Tanzania";1933;823;34,6;5480000;"Africa";6,73;384;NA;NA
"17944";"Thailand";1933;1230;35,7;13700000;"Asia";6,28;357;NA;NA
"17945";"Togo";1933;1060;33,5;1200000;"Africa";6,34;396;NA;NA
"17946";"Trinidad and Tobago";1933;3200;47;431000;"Americas";4,06;204;NA;NA
"17947";"Tunisia";1933;1450;33,7;2690000;"Africa";6,32;400;NA;NA
"17948";"Turkey";1933;2540;37,2;15800000;"Europe";6,73;349;NA;NA
"17949";"Uganda";1933;778;25,9;3690000;"Africa";6,89;464;NA;NA
"17950";"United Kingdom";1933;8400;60,6;46600000;"Europe";1,72;87,7;NA;NA
"17951";"United States";1933;7770;60,9;1,29e+08;"Americas";2,01;73,1;NA;NA
"17952";"Uruguay";1933;5740;43,4;1810000;"Americas";2,93;135;NA;NA
"17953";"Venezuela";1933;4160;34;3670000;"Americas";5,35;264;NA;NA
"17954";"Vietnam";1933;1050;30,5;20800000;"Asia";4,73;372;NA;NA
"17955";"Zambia";1933;1590;35,4;1410000;"Africa";6,71;376;NA;NA
"17956";"Zimbabwe";1933;1060;34,7;2410000;"Africa";6,75;361;NA;NA
"17957";"Afghanistan";1934;939;31,1;6640000;"Asia";7,24;450;NA;NA
"17958";"Albania";1934;1750;40;1040000;"Europe";3,78;333;NA;NA
"17959";"Algeria";1934;3180;33,7;7230000;"Africa";7,22;386;NA;NA
"17960";"Angola";1934;1930;32,4;3920000;"Africa";6,99;433;NA;NA
"17961";"Argentina";1934;6990;53,7;12800000;"Americas";3,71;144;NA;NA
"17962";"Australia";1934;8270;65,1;6690000;"Oceania";2,11;58;NA;NA
"17963";"Austria";1934;5490;57,3;6760000;"Europe";1,87;131;NA;NA
"17964";"Bahrain";1934;2950;30,7;99500;"Asia";6,99;410;NA;NA
"17965";"Bangladesh";1934;1180;29,4;35600000;"Asia";6,53;399;NA;NA
"17966";"Belgium";1934;8400;60,4;8260000;"Europe";2,04;100;NA;NA
"17967";"Benin";1934;1120;33,3;1940000;"Africa";5,69;400;NA;NA
"17968";"Bolivia";1934;2530;35;2750000;"Americas";6,53;376;NA;NA
"17969";"Bosnia and Herzegovina";1934;1130;42,8;2300000;"Europe";5,14;293;NA;NA
"17970";"Botswana";1934;736;34,3;251000;"Africa";6,49;357;NA;NA
"17971";"Brazil";1934;2130;34,8;36800000;"Americas";5,9;358;NA;NA
"17972";"Bulgaria";1934;2190;50,2;6350000;"Europe";3,67;195;NA;NA
"17973";"Burkina Faso";1934;532;31,7;3810000;"Africa";6,08;421;NA;NA
"17974";"Burundi";1934;488;31,9;2030000;"Africa";6,81;385;NA;NA
"17975";"Cambodia";1934;1080;36,6;3790000;"Asia";6,95;352;NA;NA
"17976";"Cameroon";1934;1230;31;3040000;"Africa";5,54;421;NA;NA
"17977";"Canada";1934;6120;62,8;1,1e+07;"Americas";2,8;91,9;NA;NA
"17978";"Central African Republic";1934;942;32,9;832000;"Africa";6,11;402;NA;NA
"17979";"Chad";1934;934;34,7;1480000;"Africa";6,06;396;NA;NA
"17980";"Chile";1934;3810;39,4;4630000;"Americas";5,23;425;NA;NA
"17981";"China";1934;942;34,8;5,03e+08;"Asia";5,4;363;NA;NA
"17982";"Colombia";1934;2550;36,1;8540000;"Americas";6,19;181;NA;NA
"17983";"Comoros";1934;797;33,6;140000;"Africa";5,89;385;NA;NA
"17984";"Congo, Dem. Rep.";1934;1160;34,5;10900000;"Africa";5,99;392;NA;NA
"17985";"Congo, Rep.";1934;1270;30,9;733000;"Africa";5,67;368;NA;NA
"17986";"Costa Rica";1934;2160;45;615000;"Americas";6,6;255;NA;NA
"17987";"Cote d'Ivoire";1934;1670;34,5;2340000;"Africa";6,72;401;NA;NA
"17988";"Croatia";1934;3690;47,2;3350000;"Europe";4,06;229;NA;NA
"17989";"Cuba";1934;4290;44,8;4240000;"Americas";4,38;149;NA;NA
"17990";"Czech Republic";1934;5640;57,3;8380000;"Europe";1,77;148;NA;NA
"17991";"Denmark";1934;9620;64,1;3660000;"Europe";2,15;75,6;NA;NA
"17992";"Djibouti";1934;1990;34;54500;"Africa";6,3;414;NA;NA
"17993";"Dominican Republic";1934;1570;32;1480000;"Americas";6,16;401;NA;NA
"17994";"Ecuador";1934;1900;34,8;2240000;"Americas";7,03;370;NA;NA
"17995";"Egypt";1934;1630;31,3;16100000;"Africa";6,08;393;NA;NA
"17996";"El Salvador";1934;2230;32,5;1570000;"Americas";6,17;382;NA;NA
"17997";"Equatorial Guinea";1934;455;31,9;169000;"Africa";5,51;411;NA;NA
"17998";"Eritrea";1934;750;32,5;923000;"Africa";6,95;409;NA;NA
"17999";"Ethiopia";1934;562;30;14400000;"Africa";7,23;408;NA;NA
"18000";"Finland";1934;5050;55,9;3550000;"Europe";2,33;104;NA;NA
"18001";"France";1934;5930;58,5;4,2e+07;"Europe";2,14;97,7;NA;NA
"18002";"Gabon";1934;532;32,9;415000;"Africa";5,64;387;NA;NA
"18003";"Gambia";1934;940;37,2;241000;"Africa";6,05;427;NA;NA
"18004";"Germany";1934;6730;61;6,8e+07;"Europe";1,93;90,1;NA;NA
"18005";"Ghana";1934;1950;35,2;3390000;"Africa";6,41;378;NA;NA
"18006";"Greece";1934;4970;52,6;6670000;"Europe";4,17;172;NA;NA
"18007";"Guatemala";1934;2270;25,4;2080000;"Americas";6,31;457;NA;NA
"18008";"Guinea";1934;582;35,5;2680000;"Africa";6,06;400;NA;NA
"18009";"Guinea-Bissau";1934;842;31,6;480000;"Africa";7,71;384;NA;NA
"18010";"Haiti";1934;2030;28,4;2580000;"Americas";6,31;432;NA;NA
"18011";"Honduras";1934;2260;37,4;1080000;"Americas";6,04;347;NA;NA
"18012";"Hungary";1934;5040;52,9;8900000;"Europe";2,57;224;NA;NA
"18013";"Iceland";1934;4640;63,4;128000;"Europe";3,14;70,1;NA;NA
"18014";"India";1934;1150;30,4;3e+08;"Asia";5,91;309;NA;NA
"18015";"Indonesia";1934;1610;34,1;56600000;"Asia";5,42;367;NA;NA
"18016";"Iran";1934;2640;27,1;1,4e+07;"Asia";7,02;469;NA;NA
"18017";"Iraq";1934;2350;32;4060000;"Asia";7,48;396;NA;NA
"18018";"Ireland";1934;5030;58,8;2940000;"Europe";2,61;85,7;NA;NA
"18019";"Israel";1934;3440;31,5;685000;"Asia";4,19;110;NA;NA
"18020";"Italy";1934;5770;56,8;42100000;"Europe";3;148;NA;NA
"18021";"Jamaica";1934;1740;44,6;1100000;"Americas";4,66;205;NA;NA
"18022";"Japan";1934;2900;48;68300000;"Asia";4,39;196;NA;NA
"18023";"Jordan";1934;2330;32,4;415000;"Asia";7,18;390;NA;NA
"18024";"Kenya";1934;1560;27,4;3440000;"Africa";7,07;465;NA;NA
"18025";"Kuwait";1934;1450;26,9;127000;"Asia";7;463;NA;NA
"18026";"Lebanon";1934;4610;29,9;946000;"Asia";5,75;388;NA;NA
"18027";"Lesotho";1934;427;35,7;649000;"Africa";5,83;368;NA;NA
"18028";"Liberia";1934;1190;35,3;814000;"Africa";6,21;388;NA;NA
"18029";"Libya";1934;4240;36,9;1040000;"Africa";7,2;372;NA;NA
"18030";"Madagascar";1934;1380;33,1;3640000;"Africa";7,04;405;NA;NA
"18031";"Malawi";1934;382;31,7;1760000;"Africa";6,78;407;NA;NA
"18032";"Malaysia";1934;2800;35,2;4770000;"Asia";4,99;351;NA;NA
"18033";"Mali";1934;657;30,3;4060000;"Africa";6,3;438;NA;NA
"18034";"Mauritania";1934;1000;34,1;614000;"Africa";6,26;387;NA;NA
"18035";"Mauritius";1934;1960;36,1;399000;"Africa";4,36;205;NA;NA
"18036";"Mexico";1934;2670;38,5;18700000;"Americas";5,92;317;NA;NA
"18037";"Mongolia";1934;774;31,5;752000;"Asia";5,78;389;NA;NA
"18038";"Montenegro";1934;2990;47,6;343000;"Europe";4,54;238;NA;NA
"18039";"Morocco";1934;1430;34,2;7030000;"Africa";6,5;371;NA;NA
"18040";"Mozambique";1934;414;34,4;5350000;"Africa";6,63;395;NA;NA
"18041";"Myanmar";1934;1470;29,8;15200000;"Asia";6,03;400;NA;NA
"18042";"Namibia";1934;3000;34,7;296000;"Africa";5,96;346;NA;NA
"18043";"Nepal";1934;847;36;7190000;"Asia";6,09;376;NA;NA
"18044";"Netherlands";1934;8020;66,7;8340000;"Europe";2,63;56,2;NA;NA
"18045";"New Zealand";1934;8060;62,7;1550000;"Oceania";2,36;49,7;NA;NA
"18046";"Nicaragua";1934;2880;33;851000;"Americas";6,16;395;NA;NA
"18047";"Niger";1934;830;34,8;2330000;"Africa";6,85;401;NA;NA
"18048";"Nigeria";1934;2010;37,3;21500000;"Africa";6,48;406;NA;NA
"18049";"Norway";1934;7420;66,2;2870000;"Europe";1,82;51;NA;NA
"18050";"Oman";1934;2270;32,5;449000;"Asia";7,01;405;NA;NA
